Description:
	Relative Spectral Power Distribution (SPD) functions
	S0(λ) (blue), S1(λ) (green) and S2(λ) (red)
	of an CIE Standard Illuminant D
	https://www.waveformlighting.com/tech/how-to-calculate-the-daylight-spectrum-d-illuminant
	https://www.waveformlighting.com/files/daylight_spd_5.txt
End
Functions:
	558	100.7754	0.4056	-0.2332
	559	100.2963	0.3258	-0.2332
	560	99.8971	-0.3929	-0.0735
	561	99.4180	-0.4727	-0.0735
	562	99.0187	-0.5526	-0.0735
	563	98.6993	-0.6324	-0.0735
	564	98.2202	-0.7921	0.0064
	565	97.8210	-0.9518	0.0064
	566	97.4217	-1.1115	0.0064
	567	97.1023	-1.1914	0.0862
	568	96.6233	-1.4309	0.0862
	569	96.2240	-1.5906	0.0862
	570	95.9046	-1.7503	0.0862
	571	95.8248	-1.9100	0.1661
	572	95.6651	-2.0697	0.1661
	573	95.5852	-2.2294	0.2459
	574	95.5054	-2.4689	0.2459
	575	95.4255	-2.6286	0.2459
	576	95.3457	-2.8682	0.3258
	577	95.1860	-3.0279	0.3258
	578	95.1860	-3.1876	0.3258
	579	95.0263	-3.3473	0.4056
	580	94.7069	-3.5868	0.4855
	581	94.3076	-3.5868	0.6452
	582	93.7487	-3.5868	0.8048
	583	93.1898	-3.5868	0.8847
	584	92.3913	-3.5868	1.1242
	585	91.9122	-3.5868	1.2839
	586	91.3532	-3.5868	1.4436
	587	90.7943	-3.5868	1.5235
	588	89.9958	-3.5868	1.7630
	589	89.4369	-3.5868	1.9227
	590	89.1175	-3.6667	2.0824
	591	89.1175	-3.8264	2.0824
	592	89.2772	-3.9861	2.2421
	593	89.4369	-4.3055	2.4018
	594	89.5966	-4.5450	2.4018
	595	89.7563	-4.7047	2.5615
	596	89.7563	-4.9443	2.7212
	597	89.9958	-5.2637	2.8011
	598	90.0757	-5.4233	2.8809
	599	90.2354	-5.6629	3.0406
	600	90.3152	-5.9024	3.1205
	601	90.3951	-6.0621	3.2003
	602	90.3152	-6.2218	3.3600
	603	90.3152	-6.3017	3.3600
	604	90.3152	-6.3815	3.4399
	605	90.3152	-6.5412	3.5197
	606	90.2354	-6.7009	3.6794
	607	90.2354	-6.8606	3.6794
	608	90.2354	-7.0203	3.8391
	609	90.1555	-7.1800	3.9988
	610	90.0757	-7.3397	3.9988
	611	89.9958	-7.4994	4.0786
	612	89.8361	-7.4994	4.1585
	613	89.5966	-7.8188	4.1585
	614	89.4369	-7.8188	4.2383
	615	89.2772	-7.9785	4.3182
	616	89.0376	-8.1382	4.3182
	617	88.7981	-8.2979	4.4779
	618	88.6384	-8.4576	4.4779
	619	88.4787	-8.6173	4.5577
	620	88.2391	-8.6173	4.6376
	621	87.6802	-8.7770	4.6376
	622	87.3608	-8.9367	4.7174
	623	86.8817	-8.9367	4.7174
	624	86.5623	-9.0964	4.7973
	625	85.9235	-9.1762	4.7973
	626	85.6041	-9.2561	4.8771
	627	85.1250	-9.3359	4.8771
	628	84.8057	-9.4158	4.9570
	629	84.1669	-9.5755	4.9570
	630	83.9273	-9.5755	5.0368
	631	84.0072	-9.7352	5.1167
	632	84.0870	-9.8949	5.2764
	633	84.2467	-10.0546	5.5958
	634	84.3266	-10.2143	5.6756
	635	84.4863	-10.3740	5.7555
	636	84.4863	-10.3740	5.9152
	637	84.6460	-10.5337	6.2346
	638	84.8057	-10.6934	6.3144
	639	84.8855	-10.8531	6.3943
	640	84.9653	-11.0128	6.5540
	641	84.7258	-10.9329	6.6338
	642	84.2467	-10.9329	6.7136
	643	84.0072	-10.9329	6.7935
	644	83.7676	-10.9329	6.8733
	645	83.4482	-10.8531	6.8733
	646	82.9691	-10.8531	6.9532
	647	82.7296	-10.8531	7.0330
	648	82.4900	-10.8531	7.0330
	649	82.1706	-10.7732	7.1129
	650	81.8513	-10.8531	7.1927
	651	81.8513	-10.9329	7.3524
	652	81.9311	-11.0128	7.5121
	653	81.9311	-11.1725	7.5121
	654	82.0908	-11.3322	7.7517
	655	82.0908	-11.4918	7.8315
	656	82.2505	-11.4918	7.9912
	657	82.2505	-11.6515	8.1509
	658	82.4102	-11.8112	8.3106
	659	82.4102	-11.9709	8.3905
	660	82.5699	-12.1306	8.4703
	661	82.6497	-12.2903	8.6300
	662	82.9691	-12.5299	8.7897
	663	83.2087	-12.6896	8.9494
	664	83.3684	-12.9291	8.9494
	665	83.6079	-13.0888	9.1091
	666	83.9273	-13.3284	9.2688
	667	84.0870	-13.4881	9.3487
	668	84.3266	-13.7276	9.4285
	669	84.4863	-13.8873	9.5882
	670	84.7258	-14.0470	9.7479
	671	84.4064	-14.0470	9.7479
	672	84.0870	-14.0470	9.7479
	673	83.7676	-13.9672	9.8277
	674	83.2885	-13.8873	9.9076
	675	82.9691	-13.8873	9.9076
	676	82.6497	-13.8873	9.9076
	677	82.3303	-13.8075	9.9874
	678	81.8513	-13.7276	10.0673
	679	81.5319	-13.7276	10.0673
	680	80.9729	-13.6478	10.0673
	681	80.3341	-13.5679	9.9076
	682	79.0565	-13.3284	9.6681
	683	78.2581	-13.2485	9.5084
	684	77.3797	-13.0888	9.3487
	685	76.5812	-12.9291	9.1890
	686	75.7029	-12.7694	8.9494
	687	74.5052	-12.6097	8.7897
	688	73.6268	-12.4500	8.6300
	689	72.8284	-12.2903	8.3905
	690	72.1097	-12.1306	8.3106
	691	72.1097	-12.2903	8.3106
	692	72.2694	-12.2903	8.4703
	693	72.5090	-12.4500	8.6300
	694	72.7485	-12.6097	8.6300
	695	73.0679	-12.7694	8.8696
	696	73.2276	-12.9291	8.9494
	697	73.4671	-12.9291	9.1091
	698	73.6268	-13.0888	9.2688
	699	73.9462	-13.2485	9.4285
	700	74.1059	-13.4082	9.5084
	701	74.4253	-13.3284	9.4285
	702	74.5850	-13.3284	9.2688
	703	74.9044	-13.2485	9.1091
	704	75.0641	-13.2485	9.1091
	705	75.2238	-13.1687	8.9494
	706	75.3835	-13.1687	8.8696
	707	75.7029	-13.0888	8.7099
	708	75.8626	-13.0888	8.6300
	709	76.0223	-13.0090	8.4703
	710	76.0223	-12.9291	8.4703
	711	74.7447	-12.6896	8.2308
	712	73.6268	-12.5299	8.1509
	713	72.3493	-12.2903	7.9912
	714	71.2314	-12.1306	7.8315
	715	69.4747	-11.8112	7.6718
	716	68.3568	-11.5717	7.5121
	717	67.1591	-11.4120	7.3524
	718	65.9614	-11.1725	7.1927
	719	64.2047	-10.8531	7.0330
	720	63.3264	-10.6934	6.8733
	721	64.0450	-10.7732	6.9532
	722	64.7636	-10.8531	7.0330
	723	65.8815	-11.0128	7.1129
	724	66.6002	-11.0926	7.1927
	725	67.3986	-11.1725	7.1927
	726	68.1173	-11.3322	7.2726
	727	69.2352	-11.4120	7.3524
	728	70.0336	-11.4918	7.3524
	729	70.7523	-11.5717	7.4323
	730	71.3911	-11.6515	7.5121
	731	72.2694	-11.7314	7.5121
	732	72.7485	-11.8112	7.5920
	733	73.2276	-11.8911	7.5920
	734	73.7067	-11.9709	7.6718
	735	74.1858	-11.9709	7.6718
	736	74.8246	-12.0508	7.7517
	737	75.3037	-12.1306	7.7517
	738	75.7828	-12.1306	7.8315
	739	76.2618	-12.2105	7.8315
	740	76.5812	-12.2903	7.8315
	741	75.7029	-12.1306	7.8315
	742	74.6649	-11.8911	7.6718
	743	73.5470	-11.7314	7.5121
	744	72.0299	-11.4918	7.3524
	745	70.9918	-11.3322	7.1927
	746	69.8739	-11.0926	7.1927
	747	68.9158	-10.9329	7.0330
	748	67.3188	-10.6934	6.8733
